method,score_type,selection_type,target_active_ratio,sample_index,active_token_num,skipped_token_num,prediction,dense_prediction,label
Q16-ESLA,k,threshold,0.8,3308,10,6,1,1,1
Q16-ESLA,k,threshold,0.8,3309,14,2,0,0,0
Q16-ESLA,k,threshold,0.8,3310,14,2,1,1,1
Q16-ESLA,k,threshold,0.8,3311,9,7,1,1,1
Q16-ESLA,k,threshold,0.8,3312,11,5,1,1,1
Q16-ESLA,k,threshold,0.8,3313,14,2,1,1,1
Q16-ESLA,k,threshold,0.8,3314,13,3,1,1,1
Q16-ESLA,k,threshold,0.8,3315,9,7,1,1,1
Q16-ESLA,k,threshold,0.8,3316,8,8,1,0,0
Q16-ESLA,k,threshold,0.8,3317,9,7,1,1,1
Q16-ESLA,k,threshold,0.8,3318,16,0,0,0,0
Q16-ESLA,k,threshold,0.8,3319,12,4,1,1,1
Q16-ESLA,k,threshold,0.8,3320,16,0,1,1,1
Q16-ESLA,k,threshold,0.8,3321,13,3,1,1,1
Q16-ESLA,k,threshold,0.8,3322,15,1,0,0,0
Q16-ESLA,k,threshold,0.8,3323,16,0,1,1,1
Q16-ESLA,k,threshold,0.8,3324,14,2,0,0,1
Q16-ESLA,k,threshold,0.8,3325,14,2,1,1,1
Q16-ESLA,k,threshold,0.8,3326,12,4,1,1,1
Q16-ESLA,k,threshold,0.8,3327,14,2,1,1,1
Q16-ESLA,k,threshold,0.8,3328,16,0,1,1,1
Q16-ESLA,k,threshold,0.8,3329,13,3,1,1,1
Q16-ESLA,k,threshold,0.8,3330,13,3,1,1,1
Q16-ESLA,k,threshold,0.8,3331,12,4,1,1,1
Q16-ESLA,k,threshold,0.8,3332,16,0,0,0,0
Q16-ESLA,k,threshold,0.8,3333,14,2,1,1,1
Q16-ESLA,k,threshold,0.8,3334,11,5,0,0,0
Q16-ESLA,k,threshold,0.8,3335,16,0,0,0,0
Q16-ESLA,k,threshold,0.8,3336,13,3,1,1,1
Q16-ESLA,k,threshold,0.8,3337,13,3,1,1,1
Q16-ESLA,k,threshold,0.8,3338,13,3,0,0,0
Q16-ESLA,k,threshold,0.8,3339,16,0,1,1,1
Q16-ESLA,k,threshold,0.8,3340,14,2,1,1,1
Q16-ESLA,k,threshold,0.8,3341,16,0,1,1,1
Q16-ESLA,k,threshold,0.8,3342,12,4,1,1,1
Q16-ESLA,k,threshold,0.8,3343,13,3,1,1,1
Q16-ESLA,k,threshold,0.8,3344,14,2,1,1,1
Q16-ESLA,k,threshold,0.8,3345,8,8,1,1,1
Q16-ESLA,k,threshold,0.8,3346,8,8,1,1,1
Q16-ESLA,k,threshold,0.8,3347,16,0,1,1,1
Q16-ESLA,k,threshold,0.8,3348,13,3,0,0,0
Q16-ESLA,k,threshold,0.8,3349,9,7,1,1,1
Q16-ESLA,k,threshold,0.8,3350,12,4,1,1,1
Q16-ESLA,k,threshold,0.8,3351,14,2,1,1,1
Q16-ESLA,k,threshold,0.8,3352,16,0,1,1,1
Q16-ESLA,k,threshold,0.8,3353,16,0,0,0,0
Q16-ESLA,k,threshold,0.8,3354,10,6,0,0,0
Q16-ESLA,k,threshold,0.8,3355,10,6,1,1,1
Q16-ESLA,k,threshold,0.8,3356,8,8,1,1,1
Q16-ESLA,k,threshold,0.8,3357,15,1,0,0,0
Q16-ESLA,k,threshold,0.8,3358,15,1,1,1,1
Q16-ESLA,k,threshold,0.8,3359,16,0,1,1,1
Q16-ESLA,k,threshold,0.8,3360,16,0,1,1,1
Q16-ESLA,k,threshold,0.8,3361,12,4,0,0,0
Q16-ESLA,k,threshold,0.8,3362,13,3,1,1,1
Q16-ESLA,k,threshold,0.8,3363,11,5,1,1,1
Q16-ESLA,k,threshold,0.8,3364,13,3,1,1,1
Q16-ESLA,k,threshold,0.8,3365,10,6,0,0,0
Q16-ESLA,k,threshold,0.8,3366,13,3,1,1,1
Q16-ESLA,k,threshold,0.8,3367,11,5,0,0,1
Q16-ESLA,k,threshold,0.8,3368,14,2,1,1,1
Q16-ESLA,k,threshold,0.8,3369,16,0,1,1,1
Q16-ESLA,k,threshold,0.8,3370,13,3,1,1,1
Q16-ESLA,k,threshold,0.8,3371,10,6,1,1,1
Q16-ESLA,k,threshold,0.8,3372,16,0,1,1,1
Q16-ESLA,k,threshold,0.8,3373,14,2,1,1,1
Q16-ESLA,k,threshold,0.8,3374,13,3,1,1,1
Q16-ESLA,k,threshold,0.8,3375,13,3,1,1,1
Q16-ESLA,k,threshold,0.8,3376,11,5,1,0,1
Q16-ESLA,k,threshold,0.8,3377,13,3,1,1,1
Q16-ESLA,k,threshold,0.8,3378,14,2,1,1,1
Q16-ESLA,k,threshold,0.8,3379,11,5,1,1,1
Q16-ESLA,k,threshold,0.8,3380,13,3,0,0,1
Q16-ESLA,k,threshold,0.8,3381,15,1,1,1,1
Q16-ESLA,k,threshold,0.8,3382,13,3,1,1,1
Q16-ESLA,k,threshold,0.8,3383,9,7,1,1,1
Q16-ESLA,k,threshold,0.8,3384,16,0,1,1,1
Q16-ESLA,k,threshold,0.8,3385,13,3,1,1,1
Q16-ESLA,k,threshold,0.8,3386,10,6,0,1,1
Q16-ESLA,k,threshold,0.8,3387,13,3,1,1,1
Q16-ESLA,k,threshold,0.8,3388,14,2,1,1,1
Q16-ESLA,k,threshold,0.8,3389,14,2,1,1,1
Q16-ESLA,k,threshold,0.8,3390,9,7,1,1,1
Q16-ESLA,k,threshold,0.8,3391,8,8,1,1,1
Q16-ESLA,k,threshold,0.8,3392,13,3,0,1,1
Q16-ESLA,k,threshold,0.8,3393,14,2,1,1,1
Q16-ESLA,k,threshold,0.8,3394,9,7,1,1,1
Q16-ESLA,k,threshold,0.8,3395,13,3,0,0,1
Q16-ESLA,k,threshold,0.8,3396,8,8,1,1,1
Q16-ESLA,k,threshold,0.8,3397,13,3,1,1,1
Q16-ESLA,k,threshold,0.8,3398,10,6,1,1,1
Q16-ESLA,k,threshold,0.8,3399,14,2,1,1,1
Q16-ESLA,k,threshold,0.8,3400,16,0,1,1,1
Q16-ESLA,k,threshold,0.8,3401,14,2,1,1,1
Q16-ESLA,k,threshold,0.8,3402,15,1,0,0,0
Q16-ESLA,k,threshold,0.8,3403,13,3,1,1,1
Q16-ESLA,k,threshold,0.8,3404,11,5,1,1,1
Q16-ESLA,k,threshold,0.8,3405,16,0,0,0,0
Q16-ESLA,k,threshold,0.8,3406,12,4,1,1,1
Q16-ESLA,k,threshold,0.8,3407,16,0,1,1,1
Q16-ESLA,k,threshold,0.8,3408,13,3,1,1,1
Q16-ESLA,k,threshold,0.8,3409,13,3,1,1,1
Q16-ESLA,k,threshold,0.8,3410,10,6,0,0,0
Q16-ESLA,k,threshold,0.8,3411,12,4,1,1,1
Q16-ESLA,k,threshold,0.8,3412,11,5,1,1,1
Q16-ESLA,k,threshold,0.8,3413,16,0,1,1,1
Q16-ESLA,k,threshold,0.8,3414,10,6,0,0,0
Q16-ESLA,k,threshold,0.8,3415,10,6,1,1,1
Q16-ESLA,k,threshold,0.8,3416,14,2,0,0,0
Q16-ESLA,k,threshold,0.8,3417,13,3,0,1,1
Q16-ESLA,k,threshold,0.8,3418,13,3,1,1,1
Q16-ESLA,k,threshold,0.8,3419,13,3,1,1,1
Q16-ESLA,k,threshold,0.8,3420,10,6,1,1,1
Q16-ESLA,k,threshold,0.8,3421,14,2,1,1,1
Q16-ESLA,k,threshold,0.8,3422,8,8,1,1,1
Q16-ESLA,k,threshold,0.8,3423,9,7,1,1,0
Q16-ESLA,k,threshold,0.8,3424,15,1,1,1,1
Q16-ESLA,k,threshold,0.8,3425,16,0,1,1,1
Q16-ESLA,k,threshold,0.8,3426,13,3,1,1,1
Q16-ESLA,k,threshold,0.8,3427,11,5,0,0,0
Q16-ESLA,k,threshold,0.8,3428,13,3,1,1,1
Q16-ESLA,k,threshold,0.8,3429,14,2,1,1,1
Q16-ESLA,k,threshold,0.8,3430,14,2,1,1,1
Q16-ESLA,k,threshold,0.8,3431,12,4,0,0,0
Q16-ESLA,k,threshold,0.8,3432,14,2,1,1,1
Q16-ESLA,k,threshold,0.8,3433,13,3,1,1,1
Q16-ESLA,k,threshold,0.8,3434,14,2,0,1,1
Q16-ESLA,k,threshold,0.8,3435,14,2,1,1,1
Q16-ESLA,k,threshold,0.8,3436,14,2,1,1,1
Q16-ESLA,k,threshold,0.8,3437,8,8,1,1,1
Q16-ESLA,k,threshold,0.8,3438,12,4,1,1,1
Q16-ESLA,k,threshold,0.8,3439,12,4,1,1,1
Q16-ESLA,k,threshold,0.8,3440,13,3,0,0,0
Q16-ESLA,k,threshold,0.8,3441,13,3,1,1,1
Q16-ESLA,k,threshold,0.8,3442,16,0,1,1,1
Q16-ESLA,k,threshold,0.8,3443,11,5,1,1,1
Q16-ESLA,k,threshold,0.9,0,16,0,0,0,0
Q16-ESLA,k,threshold,0.9,1,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,2,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,3,16,0,0,0,1
Q16-ESLA,k,threshold,0.9,4,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,5,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,6,14,2,1,1,1
Q16-ESLA,k,threshold,0.9,7,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,8,12,4,1,1,1
Q16-ESLA,k,threshold,0.9,9,14,2,1,1,1
Q16-ESLA,k,threshold,0.9,10,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,11,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,12,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,13,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,14,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,15,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,16,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,17,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,18,14,2,1,1,1
Q16-ESLA,k,threshold,0.9,19,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,20,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,21,11,5,1,1,1
Q16-ESLA,k,threshold,0.9,22,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,23,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,24,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,25,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,26,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,27,16,0,0,0,0
Q16-ESLA,k,threshold,0.9,28,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,29,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,30,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,31,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,32,10,6,1,1,1
Q16-ESLA,k,threshold,0.9,33,14,2,1,1,1
Q16-ESLA,k,threshold,0.9,34,16,0,0,0,0
Q16-ESLA,k,threshold,0.9,35,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,36,16,0,0,0,0
Q16-ESLA,k,threshold,0.9,37,12,4,1,1,1
Q16-ESLA,k,threshold,0.9,38,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,39,11,5,1,1,1
Q16-ESLA,k,threshold,0.9,40,16,0,0,0,0
Q16-ESLA,k,threshold,0.9,41,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,42,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,43,15,1,0,0,0
Q16-ESLA,k,threshold,0.9,44,14,2,1,1,1
Q16-ESLA,k,threshold,0.9,45,10,6,1,1,1
Q16-ESLA,k,threshold,0.9,46,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,47,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,48,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,49,11,5,1,1,1
Q16-ESLA,k,threshold,0.9,50,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,51,11,5,1,1,1
Q16-ESLA,k,threshold,0.9,52,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,53,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,54,12,4,1,1,1
Q16-ESLA,k,threshold,0.9,55,12,4,1,1,1
Q16-ESLA,k,threshold,0.9,56,11,5,1,1,1
Q16-ESLA,k,threshold,0.9,57,14,2,0,0,0
Q16-ESLA,k,threshold,0.9,58,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,59,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,60,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,61,14,2,0,0,0
Q16-ESLA,k,threshold,0.9,62,10,6,1,1,1
Q16-ESLA,k,threshold,0.9,63,11,5,0,0,0
Q16-ESLA,k,threshold,0.9,64,12,4,1,1,1
Q16-ESLA,k,threshold,0.9,65,12,4,0,0,0
Q16-ESLA,k,threshold,0.9,66,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,67,16,0,0,0,0
Q16-ESLA,k,threshold,0.9,68,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,69,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,70,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,71,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,72,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,73,12,4,0,0,1
Q16-ESLA,k,threshold,0.9,74,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,75,13,3,1,1,1
Q16-ESLA,k,threshold,0.9,76,15,1,0,0,0
Q16-ESLA,k,threshold,0.9,77,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,78,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,79,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,80,15,1,0,0,0
Q16-ESLA,k,threshold,0.9,81,14,2,0,0,0
Q16-ESLA,k,threshold,0.9,82,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,83,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,84,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,85,12,4,1,1,1
Q16-ESLA,k,threshold,0.9,86,16,0,1,1,0
Q16-ESLA,k,threshold,0.9,87,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,88,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,89,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,90,12,4,1,1,1
Q16-ESLA,k,threshold,0.9,91,15,1,0,0,1
Q16-ESLA,k,threshold,0.9,92,12,4,1,1,1
Q16-ESLA,k,threshold,0.9,93,11,5,1,1,1
Q16-ESLA,k,threshold,0.9,94,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,95,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,96,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,97,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,98,11,5,1,1,1
Q16-ESLA,k,threshold,0.9,99,10,6,1,1,1
Q16-ESLA,k,threshold,0.9,100,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,101,10,6,1,1,1
Q16-ESLA,k,threshold,0.9,102,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,103,14,2,1,1,1
Q16-ESLA,k,threshold,0.9,104,14,2,0,0,1
Q16-ESLA,k,threshold,0.9,105,12,4,1,1,1
Q16-ESLA,k,threshold,0.9,106,12,4,0,0,1
Q16-ESLA,k,threshold,0.9,107,11,5,0,0,1
Q16-ESLA,k,threshold,0.9,108,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,109,14,2,1,1,1
Q16-ESLA,k,threshold,0.9,110,16,0,0,0,0
Q16-ESLA,k,threshold,0.9,111,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,112,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,113,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,114,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,115,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,116,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,117,15,1,0,0,0
Q16-ESLA,k,threshold,0.9,118,13,3,1,1,1
Q16-ESLA,k,threshold,0.9,119,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,120,10,6,1,1,1
Q16-ESLA,k,threshold,0.9,121,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,122,14,2,1,1,1
Q16-ESLA,k,threshold,0.9,123,13,3,1,1,1
Q16-ESLA,k,threshold,0.9,124,15,1,0,0,0
Q16-ESLA,k,threshold,0.9,125,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,126,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,127,10,6,1,1,1
Q16-ESLA,k,threshold,0.9,128,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,129,14,2,1,1,0
Q16-ESLA,k,threshold,0.9,130,14,2,0,0,0
Q16-ESLA,k,threshold,0.9,131,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,132,11,5,1,1,1
Q16-ESLA,k,threshold,0.9,133,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,134,16,0,0,0,0
Q16-ESLA,k,threshold,0.9,135,12,4,1,1,1
Q16-ESLA,k,threshold,0.9,136,11,5,1,1,1
Q16-ESLA,k,threshold,0.9,137,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,138,13,3,0,0,0
Q16-ESLA,k,threshold,0.9,139,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,140,16,0,0,0,0
Q16-ESLA,k,threshold,0.9,141,12,4,1,1,1
Q16-ESLA,k,threshold,0.9,142,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,143,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,144,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,145,12,4,1,1,1
Q16-ESLA,k,threshold,0.9,146,10,6,1,1,1
Q16-ESLA,k,threshold,0.9,147,10,6,1,1,1
Q16-ESLA,k,threshold,0.9,148,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,149,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,150,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,151,13,3,1,1,1
Q16-ESLA,k,threshold,0.9,152,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,153,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,154,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,155,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,156,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,157,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,158,11,5,0,0,0
Q16-ESLA,k,threshold,0.9,159,14,2,1,1,1
Q16-ESLA,k,threshold,0.9,160,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,161,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,162,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,163,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,164,15,1,0,0,0
Q16-ESLA,k,threshold,0.9,165,14,2,0,0,0
Q16-ESLA,k,threshold,0.9,166,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,167,16,0,0,0,0
Q16-ESLA,k,threshold,0.9,168,12,4,1,1,1
Q16-ESLA,k,threshold,0.9,169,16,0,0,0,0
Q16-ESLA,k,threshold,0.9,170,16,0,1,1,0
Q16-ESLA,k,threshold,0.9,171,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,172,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,173,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,174,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,175,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,176,15,1,0,0,0
Q16-ESLA,k,threshold,0.9,177,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,178,14,2,1,1,1
Q16-ESLA,k,threshold,0.9,179,10,6,1,1,1
Q16-ESLA,k,threshold,0.9,180,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,181,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,182,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,183,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,184,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,185,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,186,13,3,1,1,1
Q16-ESLA,k,threshold,0.9,187,12,4,1,1,0
Q16-ESLA,k,threshold,0.9,188,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,189,10,6,1,1,1
Q16-ESLA,k,threshold,0.9,190,16,0,0,0,0
Q16-ESLA,k,threshold,0.9,191,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,192,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,193,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,194,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,195,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,196,15,1,0,0,0
Q16-ESLA,k,threshold,0.9,197,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,198,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,199,14,2,1,1,1
Q16-ESLA,k,threshold,0.9,200,15,1,0,0,0
Q16-ESLA,k,threshold,0.9,201,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,202,11,5,1,1,1
Q16-ESLA,k,threshold,0.9,203,12,4,1,1,1
Q16-ESLA,k,threshold,0.9,204,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,205,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,206,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,207,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,208,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,209,12,4,0,0,0
Q16-ESLA,k,threshold,0.9,210,12,4,1,1,1
Q16-ESLA,k,threshold,0.9,211,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,212,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,213,16,0,0,0,0
Q16-ESLA,k,threshold,0.9,214,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,215,16,0,0,0,0
Q16-ESLA,k,threshold,0.9,216,10,6,1,1,1
Q16-ESLA,k,threshold,0.9,217,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,218,16,0,0,0,0
Q16-ESLA,k,threshold,0.9,219,14,2,1,1,1
Q16-ESLA,k,threshold,0.9,220,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,221,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,222,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,223,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,224,16,0,0,0,0
Q16-ESLA,k,threshold,0.9,225,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,226,16,0,0,0,0
Q16-ESLA,k,threshold,0.9,227,12,4,1,1,1
Q16-ESLA,k,threshold,0.9,228,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,229,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,230,12,4,1,1,1
Q16-ESLA,k,threshold,0.9,231,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,232,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,233,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,234,16,0,0,0,1
Q16-ESLA,k,threshold,0.9,235,12,4,1,1,1
Q16-ESLA,k,threshold,0.9,236,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,237,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,238,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,239,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,240,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,241,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,242,10,6,1,1,1
Q16-ESLA,k,threshold,0.9,243,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,244,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,245,11,5,1,1,1
Q16-ESLA,k,threshold,0.9,246,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,247,15,1,0,0,0
Q16-ESLA,k,threshold,0.9,248,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,249,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,250,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,251,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,252,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,253,11,5,1,1,1
Q16-ESLA,k,threshold,0.9,254,12,4,1,1,1
Q16-ESLA,k,threshold,0.9,255,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,256,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,257,14,2,1,1,1
Q16-ESLA,k,threshold,0.9,258,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,259,15,1,0,0,0
Q16-ESLA,k,threshold,0.9,260,13,3,0,0,0
Q16-ESLA,k,threshold,0.9,261,10,6,1,1,1
Q16-ESLA,k,threshold,0.9,262,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,263,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,264,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,265,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,266,10,6,1,1,1
Q16-ESLA,k,threshold,0.9,267,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,268,14,2,1,1,1
Q16-ESLA,k,threshold,0.9,269,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,270,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,271,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,272,14,2,1,1,1
Q16-ESLA,k,threshold,0.9,273,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,274,12,4,1,1,1
Q16-ESLA,k,threshold,0.9,275,16,0,0,0,0
Q16-ESLA,k,threshold,0.9,276,13,3,1,1,1
Q16-ESLA,k,threshold,0.9,277,10,6,1,1,1
Q16-ESLA,k,threshold,0.9,278,15,1,0,0,0
Q16-ESLA,k,threshold,0.9,279,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,280,16,0,0,0,1
Q16-ESLA,k,threshold,0.9,281,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,282,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,283,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,284,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,285,10,6,1,1,1
Q16-ESLA,k,threshold,0.9,286,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,287,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,288,13,3,0,0,0
Q16-ESLA,k,threshold,0.9,289,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,290,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,291,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,292,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,293,10,6,1,1,1
Q16-ESLA,k,threshold,0.9,294,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,295,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,296,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,297,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,298,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,299,16,0,0,0,0
Q16-ESLA,k,threshold,0.9,300,10,6,1,1,1
Q16-ESLA,k,threshold,0.9,301,14,2,1,1,1
Q16-ESLA,k,threshold,0.9,302,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,303,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,304,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,305,16,0,1,1,1
Q16-ESLA,k,threshold,0.9,306,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,307,15,1,1,1,1
Q16-ESLA,k,threshold,0.9,308,15,1,1,1,1
