sample_id,label,prediction,correct,data_loading_us,ps_to_pl_us,kernel_us,pl_to_ps_us,postprocess_us,total_e2e_us,config
134,0,0,1,10.381,1277.027,983.372,419.907,19.403,2871.335,s10_k14_event_rawkv
135,1,1,1,9.495,1240.099,957.489,456.849,20.658,2848.129,s10_k14_event_rawkv
136,1,1,1,10.234,1270.025,967.791,420.265,19.139,2847.046,s10_k14_event_rawkv
137,1,1,1,10.369,1307.335,978.283,455.305,20.745,2935.791,s10_k14_event_rawkv
138,0,0,1,10.253,1283.224,963.692,418.954,18.720,2852.197,s10_k14_event_rawkv
139,1,1,1,9.784,1237.914,975.631,457.729,19.803,2862.923,s10_k14_event_rawkv
140,0,0,1,10.277,1272.006,982.338,551.250,20.547,3000.129,s10_k14_event_rawkv
141,1,1,1,9.987,1279.803,977.059,431.772,25.089,2897.360,s10_k14_event_rawkv
142,1,1,1,9.975,1300.991,972.191,426.911,19.366,2891.403,s10_k14_event_rawkv
143,1,1,1,10.277,1249.323,977.471,415.249,19.754,2828.080,s10_k14_event_rawkv
144,1,1,1,10.000,1413.095,971.944,430.246,19.938,3007.133,s10_k14_event_rawkv
145,1,1,1,10.499,1259.914,948.579,417.102,18.991,2812.935,s10_k14_event_rawkv
146,1,1,1,10.338,1312.210,937.391,425.982,19.502,2864.892,s10_k14_event_rawkv
147,1,1,1,10.265,1252.388,975.323,436.105,19.871,2855.502,s10_k14_event_rawkv
148,1,1,1,10.443,1314.234,987.496,420.714,20.061,2914.658,s10_k14_event_rawkv
149,1,1,1,10.062,1253.606,958.264,416.948,19.563,2816.775,s10_k14_event_rawkv
150,1,1,1,10.264,1273.390,950.794,426.253,19.126,2841.083,s10_k14_event_rawkv
151,1,1,1,10.221,1359.526,954.073,425.680,18.978,2929.015,s10_k14_event_rawkv
152,1,1,1,10.369,1299.723,988.861,429.151,19.625,2909.367,s10_k14_event_rawkv
153,1,1,1,9.526,1268.197,967.926,419.803,19.231,2844.652,s10_k14_event_rawkv
154,1,1,1,9.754,1257.213,981.667,457.151,19.674,2888.554,s10_k14_event_rawkv
155,1,1,1,10.160,1277.022,967.569,421.114,19.280,2853.163,s10_k14_event_rawkv
156,1,1,1,10.117,1245.551,978.221,449.612,19.963,2864.824,s10_k14_event_rawkv
157,1,1,1,10.382,1263.938,945.421,417.471,19.767,2814.566,s10_k14_event_rawkv
158,0,0,1,10.425,1325.114,970.861,454.314,20.252,2942.591,s10_k14_event_rawkv
159,1,1,1,9.655,1275.385,962.615,418.498,19.268,2845.668,s10_k14_event_rawkv
160,1,1,1,10.018,1239.859,967.416,443.963,19.268,2841.169,s10_k14_event_rawkv
161,1,1,1,10.745,1266.320,973.582,438.302,19.287,2871.631,s10_k14_event_rawkv
162,1,1,1,9.871,1268.277,968.733,450.782,18.775,2877.126,s10_k14_event_rawkv
163,1,1,1,10.234,1267.847,984.646,422.474,19.618,2865.963,s10_k14_event_rawkv
164,0,0,1,10.025,1243.040,964.652,452.960,19.932,2853.360,s10_k14_event_rawkv
165,0,0,1,10.461,1284.984,975.612,421.705,20.036,2942.505,s10_k14_event_rawkv
166,1,1,1,10.111,1256.757,975.982,444.751,19.212,2871.483,s10_k14_event_rawkv
167,0,0,1,9.680,1277.871,980.123,423.151,18.978,2870.978,s10_k14_event_rawkv
168,1,1,1,10.049,1308.160,952.566,442.720,22.227,2907.779,s10_k14_event_rawkv
169,0,0,1,10.830,1290.979,970.302,421.791,20.006,2875.618,s10_k14_event_rawkv
170,0,1,0,9.760,1254.289,961.255,416.880,19.336,2819.255,s10_k14_event_rawkv
171,1,1,1,9.637,1300.339,969.704,478.037,20.350,2941.065,s10_k14_event_rawkv
172,1,1,1,10.246,1261.206,960.905,420.824,18.978,2830.831,s10_k14_event_rawkv
173,1,1,1,10.344,1305.077,981.046,422.480,19.852,2897.348,s10_k14_event_rawkv
174,1,1,1,10.092,1245.508,966.375,418.658,19.465,2817.046,s10_k14_event_rawkv
175,1,1,1,10.388,1348.659,983.809,431.403,20.338,2954.831,s10_k14_event_rawkv
176,0,0,1,10.369,1271.649,962.080,416.874,20.024,2841.440,s10_k14_event_rawkv
177,1,1,1,9.877,1236.258,958.936,448.277,19.649,2835.348,s10_k14_event_rawkv
178,1,1,1,9.994,1272.726,967.175,486.886,19.920,2916.954,s10_k14_event_rawkv
179,1,1,1,10.320,1246.252,949.858,453.784,19.957,2846.899,s10_k14_event_rawkv
180,1,1,1,10.406,1282.141,981.458,420.142,19.447,2873.255,s10_k14_event_rawkv
181,1,1,1,9.563,1234.492,984.984,445.674,19.582,2855.415,s10_k14_event_rawkv
182,1,1,1,10.450,1328.831,984.350,428.800,19.526,2932.184,s10_k14_event_rawkv
183,1,1,1,10.289,1252.375,977.840,453.563,19.508,2875.625,s10_k14_event_rawkv
184,1,1,1,10.093,1269.249,985.569,418.142,20.136,2864.203,s10_k14_event_rawkv
185,1,1,1,9.933,1238.320,991.779,442.665,21.674,2871.606,s10_k14_event_rawkv
186,1,1,1,10.670,1297.003,950.825,424.123,19.661,2866.923,s10_k14_event_rawkv
187,0,1,0,10.271,1244.240,963.446,416.024,19.643,2812.960,s10_k14_event_rawkv
188,1,1,1,10.216,1235.409,974.861,412.603,19.212,2808.160,s10_k14_event_rawkv
189,1,1,1,10.117,1309.107,941.797,416.597,19.231,2853.637,s10_k14_event_rawkv
190,0,0,1,10.049,1243.939,961.803,414.861,20.425,2814.498,s10_k14_event_rawkv
191,1,1,1,10.806,1317.052,986.228,477.840,20.394,2990.449,s10_k14_event_rawkv
192,1,1,1,10.696,1288.154,979.582,513.606,22.068,2989.059,s10_k14_event_rawkv
193,1,1,1,10.898,1320.320,976.430,425.815,19.600,2920.480,s10_k14_event_rawkv
194,1,1,1,10.825,1260.745,981.237,421.182,19.077,2853.188,s10_k14_event_rawkv
195,1,1,1,9.932,1234.006,977.508,415.914,19.194,2814.708,s10_k14_event_rawkv
196,0,0,1,10.129,1336.493,964.068,420.566,19.539,2909.668,s10_k14_event_rawkv
197,1,1,1,10.148,1242.406,967.434,415.095,19.151,2811.476,s10_k14_event_rawkv
198,1,1,1,10.690,1233.071,971.772,417.342,19.157,2808.702,s10_k14_event_rawkv
199,1,1,1,10.062,1222.529,949.637,432.579,19.231,2791.003,s10_k14_event_rawkv
200,0,0,1,10.314,1247.742,958.788,413.126,19.495,2808.055,s10_k14_event_rawkv
201,1,1,1,10.246,1224.615,981.618,413.945,18.566,2804.265,s10_k14_event_rawkv
202,1,1,1,10.031,1231.329,943.077,415.255,19.114,2771.637,s10_k14_event_rawkv
203,1,1,1,10.443,1311.618,950.086,413.187,19.815,2863.113,s10_k14_event_rawkv
204,1,1,1,10.493,1239.797,973.182,416.942,19.784,2819.175,s10_k14_event_rawkv
205,1,1,1,10.345,1225.809,957.895,414.393,19.514,2783.372,s10_k14_event_rawkv
206,1,1,1,9.877,1227.889,977.114,438.037,18.855,2827.760,s10_k14_event_rawkv
207,1,1,1,10.270,1246.652,965.015,423.773,19.317,2820.455,s10_k14_event_rawkv
208,1,1,1,10.541,1231.009,977.458,412.967,20.043,2808.289,s10_k14_event_rawkv
209,0,0,1,9.655,1222.523,964.018,412.523,18.837,2784.024,s10_k14_event_rawkv
210,1,1,1,9.975,1298.738,963.218,420.603,19.243,2867.717,s10_k14_event_rawkv
211,1,1,1,9.926,1230.468,975.557,412.024,19.477,2803.692,s10_k14_event_rawkv
212,1,1,1,9.927,1223.440,982.012,411.225,18.621,2799.538,s10_k14_event_rawkv
213,0,0,1,9.828,1221.034,962.210,435.052,19.809,2855.853,s10_k14_event_rawkv
214,1,1,1,9.790,1244.184,963.643,414.985,19.582,2808.419,s10_k14_event_rawkv
215,0,0,1,10.117,1225.268,977.926,412.412,19.176,2799.311,s10_k14_event_rawkv
216,1,1,1,9.766,1226.701,944.056,413.385,19.305,2766.264,s10_k14_event_rawkv
217,1,1,1,9.883,1288.683,968.308,421.384,19.723,2869.249,s10_k14_event_rawkv
218,0,1,0,10.160,1235.335,998.135,413.213,20.160,2833.846,s10_k14_event_rawkv
219,1,1,1,9.778,1228.351,940.117,412.333,19.427,2764.812,s10_k14_event_rawkv
220,1,1,1,10.172,1228.277,975.366,495.163,19.686,2884.787,s10_k14_event_rawkv
221,1,1,1,10.253,1248.080,978.911,415.243,18.203,2826.831,s10_k14_event_rawkv
222,1,1,1,10.160,1233.391,947.453,412.676,18.997,2777.625,s10_k14_event_rawkv
223,1,1,1,9.963,1224.357,959.224,413.360,19.108,2781.939,s10_k14_event_rawkv
224,0,0,1,9.803,1330.461,982.917,439.539,19.428,2941.834,s10_k14_event_rawkv
225,1,1,1,10.320,1263.846,971.969,416.960,19.538,2838.751,s10_k14_event_rawkv
226,0,0,1,10.074,1245.274,977.236,417.200,19.933,2825.649,s10_k14_event_rawkv
227,1,1,1,9.760,1232.517,946.124,491.833,19.323,2860.892,s10_k14_event_rawkv
228,1,1,1,10.197,1243.945,964.825,419.446,19.674,2813.914,s10_k14_event_rawkv
229,1,1,1,10.493,1226.916,977.341,414.407,19.379,2804.960,s10_k14_event_rawkv
230,1,1,1,9.661,1236.646,959.883,417.711,19.422,2799.545,s10_k14_event_rawkv
231,1,1,1,10.000,1292.141,951.465,421.144,19.538,2851.674,s10_k14_event_rawkv
232,1,1,1,10.080,1242.086,977.391,415.274,19.440,2820.314,s10_k14_event_rawkv
233,1,1,1,9.945,1220.788,981.705,411.176,18.910,2798.708,s10_k14_event_rawkv
234,1,0,0,10.265,1226.794,977.206,474.449,19.827,2866.215,s10_k14_event_rawkv
235,1,1,1,9.920,1233.760,975.274,415.502,18.929,2808.653,s10_k14_event_rawkv
236,1,1,1,9.957,1234.941,964.290,417.871,18.948,2800.394,s10_k14_event_rawkv
237,1,1,1,10.136,1220.357,976.751,416.067,19.360,2797.938,s10_k14_event_rawkv
238,1,1,1,10.006,1221.944,986.985,438.972,19.815,2889.040,s10_k14_event_rawkv
239,1,1,1,10.610,1244.954,960.708,418.210,19.896,2810.695,s10_k14_event_rawkv
240,1,1,1,9.865,1231.127,977.047,419.870,19.853,2813.600,s10_k14_event_rawkv
241,1,1,1,10.400,1220.775,977.717,415.421,21.421,2854.412,s10_k14_event_rawkv
242,1,1,1,10.203,1248.253,946.332,415.576,19.292,2799.182,s10_k14_event_rawkv
243,1,1,1,9.840,1224.554,960.209,416.985,20.240,2787.784,s10_k14_event_rawkv
244,1,1,1,10.203,1225.778,979.538,411.347,19.188,2801.249,s10_k14_event_rawkv
245,1,1,1,10.025,1219.305,942.843,436.585,18.929,2784.560,s10_k14_event_rawkv
246,1,1,1,10.025,1238.080,980.265,415.816,19.760,2820.770,s10_k14_event_rawkv
247,0,0,1,10.394,1224.332,976.486,416.302,18.892,2801.593,s10_k14_event_rawkv
248,1,1,1,9.686,1231.895,960.419,414.517,19.212,2790.794,s10_k14_event_rawkv
249,1,1,1,10.234,1317.674,982.099,417.391,19.231,2902.301,s10_k14_event_rawkv
250,1,1,1,10.381,1237.040,977.674,412.480,19.489,2813.815,s10_k14_event_rawkv
251,1,1,1,10.369,1225.231,973.200,411.920,19.489,2796.129,s10_k14_event_rawkv
252,1,1,1,10.431,1223.594,961.600,517.132,24.646,2925.741,s10_k14_event_rawkv
253,1,1,1,11.144,1340.344,957.360,430.899,20.142,2928.006,s10_k14_event_rawkv
254,1,1,1,10.782,1308.683,959.840,462.086,20.363,2927.230,s10_k14_event_rawkv
255,1,1,1,10.412,1340.954,979.618,517.311,20.775,3043.095,s10_k14_event_rawkv
256,1,1,1,10.714,1365.366,976.892,453.785,20.677,3007.748,s10_k14_event_rawkv
257,1,1,1,10.462,1324.664,979.218,446.369,20.191,2945.452,s10_k14_event_rawkv
258,1,1,1,10.154,1310.504,974.376,467.816,20.153,2947.618,s10_k14_event_rawkv
259,0,0,1,10.726,1397.188,961.951,447.317,20.702,3004.326,s10_k14_event_rawkv
260,0,0,1,10.104,1311.538,960.449,451.304,20.579,2926.363,s10_k14_event_rawkv
261,1,1,1,10.443,1302.037,942.018,457.944,19.791,2893.262,s10_k14_event_rawkv
262,1,1,1,10.123,1327.354,969.920,467.593,26.603,2971.501,s10_k14_event_rawkv
263,1,1,1,10.486,1320.936,976.136,450.320,20.209,2942.824,s10_k14_event_rawkv
264,1,1,1,10.055,1416.123,978.504,462.209,21.877,3060.831,s10_k14_event_rawkv
265,1,1,1,11.631,1314.104,989.127,461.342,23.668,3033.440,s10_k14_event_rawkv
266,1,1,1,10.443,1387.182,947.391,467.704,20.074,3002.369,s10_k14_event_rawkv
267,1,1,1,10.394,1343.341,974.259,449.551,20.830,2966.314,s10_k14_event_rawkv
268,1,1,1,10.689,1326.221,975.433,456.221,20.517,2969.785,s10_k14_event_rawkv
269,1,1,1,10.456,1402.455,964.221,449.988,21.396,3020.209,s10_k14_event_rawkv
270,1,1,1,11.299,1313.470,962.394,451.126,20.407,2924.991,s10_k14_event_rawkv
271,1,1,1,10.683,1288.517,942.400,460.591,19.551,2887.852,s10_k14_event_rawkv
272,1,1,1,9.933,1344.172,972.899,472.837,21.299,2988.640,s10_k14_event_rawkv
273,1,1,1,10.234,1332.289,1004.609,448.658,20.339,2986.234,s10_k14_event_rawkv
274,1,1,1,10.369,1306.831,951.416,474.000,21.095,2932.813,s10_k14_event_rawkv
275,0,0,1,11.194,1389.655,970.843,459.637,77.526,3091.809,s10_k14_event_rawkv
276,1,1,1,12.252,1359.102,966.843,458.449,20.302,2996.234,s10_k14_event_rawkv
277,1,1,1,9.711,1315.643,941.711,453.440,19.815,2905.606,s10_k14_event_rawkv
278,0,0,1,10.172,1331.852,978.185,439.981,19.754,2943.287,s10_k14_event_rawkv
279,1,1,1,10.080,1392.289,970.425,470.689,20.616,3028.541,s10_k14_event_rawkv
280,1,0,0,10.394,1334.468,992.818,449.502,21.354,2982.320,s10_k14_event_rawkv
281,1,1,1,10.628,1307.988,972.621,458.197,20.216,2935.859,s10_k14_event_rawkv
282,1,1,1,10.443,1307.053,985.490,496.548,19.477,2986.572,s10_k14_event_rawkv
283,1,1,1,10.695,1337.188,969.582,467.870,20.560,2974.357,s10_k14_event_rawkv
284,1,1,1,10.190,1285.846,973.526,454.462,19.902,2908.622,s10_k14_event_rawkv
285,1,1,1,10.289,1307.741,949.410,462.000,20.640,2917.360,s10_k14_event_rawkv
286,1,1,1,9.939,1390.714,973.015,497.976,20.800,3064.886,s10_k14_event_rawkv
287,1,1,1,10.295,1421.963,1000.246,451.397,20.763,3074.880,s10_k14_event_rawkv
288,0,0,1,10.209,1335.520,967.244,458.203,20.018,2954.948,s10_k14_event_rawkv
289,1,1,1,10.363,1406.326,978.917,456.689,20.388,3038.283,s10_k14_event_rawkv
290,1,1,1,10.178,1379.865,977.619,443.810,19.508,2999.920,s10_k14_event_rawkv
291,1,1,1,10.707,1321.526,970.197,471.729,19.348,2959.274,s10_k14_event_rawkv
292,1,1,1,10.486,1316.751,971.212,490.375,20.387,2977.095,s10_k14_event_rawkv
293,1,1,1,10.093,1334.006,942.277,445.637,19.538,2915.834,s10_k14_event_rawkv
294,1,1,1,10.953,1333.612,961.397,446.259,20.295,2936.474,s10_k14_event_rawkv
295,1,1,1,10.837,1321.188,961.053,442.837,20.061,2922.683,s10_k14_event_rawkv
296,1,1,1,10.314,1413.145,977.606,453.477,20.246,3054.720,s10_k14_event_rawkv
297,1,1,1,10.154,1299.169,990.708,443.138,20.043,2927.052,s10_k14_event_rawkv
298,1,1,1,10.228,1343.157,975.071,448.160,20.308,2959.618,s10_k14_event_rawkv
299,0,0,1,10.357,1346.320,966.530,471.600,19.163,2980.381,s10_k14_event_rawkv
300,1,1,1,9.988,1293.520,952.480,423.170,18.843,2856.443,s10_k14_event_rawkv
301,1,1,1,10.240,1254.437,980.480,415.692,19.612,2837.779,s10_k14_event_rawkv
302,1,1,1,10.012,1326.615,993.723,541.028,20.450,3059.705,s10_k14_event_rawkv
303,1,1,1,11.003,1310.184,969.483,424.763,19.409,2896.073,s10_k14_event_rawkv
304,1,1,1,10.135,1255.790,946.473,418.874,19.563,2810.713,s10_k14_event_rawkv
305,1,1,1,10.628,1231.471,963.286,415.735,18.622,2796.407,s10_k14_event_rawkv
306,1,1,1,10.080,1298.640,981.754,419.927,20.713,2889.693,s10_k14_event_rawkv
307,1,1,1,10.086,1243.452,985.514,414.652,18.726,2828.579,s10_k14_event_rawkv
308,1,1,1,9.797,1228.086,974.332,416.277,18.738,2802.148,s10_k14_event_rawkv
309,1,1,1,10.253,1226.516,1039.914,438.068,19.495,2891.421,s10_k14_event_rawkv
310,1,0,0,9.969,1245.889,974.843,418.911,20.209,2827.907,s10_k14_event_rawkv
311,1,1,1,9.748,1232.455,961.563,414.147,19.101,2795.298,s10_k14_event_rawkv
312,1,1,1,10.025,1222.585,978.597,415.822,19.410,2802.031,s10_k14_event_rawkv
313,1,1,1,10.037,1298.006,963.779,417.483,19.286,2864.738,s10_k14_event_rawkv
314,1,1,1,9.508,1244.093,975.169,419.600,20.019,2824.739,s10_k14_event_rawkv
315,1,1,1,10.068,1220.474,950.504,412.068,18.542,2766.898,s10_k14_event_rawkv
316,1,1,1,10.553,1221.754,952.659,480.493,20.049,2843.932,s10_k14_event_rawkv
317,1,0,0,9.926,1233.231,975.711,417.304,21.390,2815.520,s10_k14_event_rawkv
318,1,1,1,11.440,1312.615,983.797,425.034,20.338,2922.129,s10_k14_event_rawkv
319,0,0,1,10.013,1246.695,981.385,419.458,19.742,2834.345,s10_k14_event_rawkv
320,1,1,1,10.597,1361.889,983.908,430.425,20.191,2973.256,s10_k14_event_rawkv
321,1,1,1,10.498,1260.148,978.394,420.985,19.957,2847.717,s10_k14_event_rawkv
322,1,1,1,9.828,1307.877,971.250,422.400,19.065,2891.385,s10_k14_event_rawkv
323,1,1,1,10.296,1252.800,969.717,439.828,18.997,2850.941,s10_k14_event_rawkv
324,1,1,1,10.369,1316.653,980.425,424.677,18.690,2909.083,s10_k14_event_rawkv
325,1,1,1,10.074,1253.231,949.816,421.822,18.954,2812.541,s10_k14_event_rawkv
326,1,1,1,10.025,1279.513,941.212,428.117,19.138,2837.348,s10_k14_event_rawkv
327,1,1,1,10.320,1366.326,969.920,425.680,19.231,2951.114,s10_k14_event_rawkv
328,1,1,1,10.572,1294.270,954.898,433.735,19.883,2876.868,s10_k14_event_rawkv
329,1,1,1,10.431,1269.698,949.827,424.474,19.772,2831.286,s10_k14_event_rawkv
330,1,1,1,9.877,1229.828,946.431,465.785,20.154,2833.514,s10_k14_event_rawkv
331,1,1,1,10.745,1282.351,974.517,423.064,20.111,2870.043,s10_k14_event_rawkv
332,1,1,1,10.197,1250.621,950.369,451.815,19.981,2845.126,s10_k14_event_rawkv
333,0,0,1,10.006,1267.268,963.926,420.800,20.006,2840.708,s10_k14_event_rawkv
334,1,1,1,10.670,1497.760,974.178,461.779,20.917,3132.000,s10_k14_event_rawkv
335,1,1,1,10.043,1291.126,940.812,424.936,19.711,2850.086,s10_k14_event_rawkv
336,1,1,1,10.092,1247.120,958.221,452.456,19.748,2848.246,s10_k14_event_rawkv
337,0,0,1,9.889,1269.575,941.385,457.852,20.215,2862.012,s10_k14_event_rawkv
338,1,1,1,10.622,1286.794,972.234,455.335,20.997,2908.240,s10_k14_event_rawkv
339,1,1,1,10.253,1282.049,952.338,420.499,19.852,2842.375,s10_k14_event_rawkv
340,1,1,1,10.209,1250.862,951.834,454.363,19.329,2848.677,s10_k14_event_rawkv
341,1,1,1,11.071,1338.000,948.320,421.674,19.588,2899.261,s10_k14_event_rawkv
342,1,1,1,10.670,1249.366,948.541,450.314,20.080,2841.114,s10_k14_event_rawkv
343,1,1,1,10.393,1264.031,985.329,424.455,19.416,2864.554,s10_k14_event_rawkv
344,1,1,1,10.197,1236.677,961.932,467.471,20.265,2859.932,s10_k14_event_rawkv
345,1,1,1,10.609,1274.320,937.071,420.892,19.397,2821.908,s10_k14_event_rawkv
346,1,1,1,9.661,1238.474,975.317,440.129,20.800,2846.603,s10_k14_event_rawkv
347,1,1,1,9.889,1273.459,965.797,420.726,19.637,2848.258,s10_k14_event_rawkv
348,1,1,1,12.117,1280.825,948.640,421.563,20.394,2848.880,s10_k14_event_rawkv
349,1,1,1,10.252,1316.849,970.049,424.751,19.680,2905.416,s10_k14_event_rawkv
350,1,1,1,9.477,1246.135,981.188,420.431,19.409,2834.862,s10_k14_event_rawkv
351,1,0,0,10.480,1390.382,977.028,437.095,20.178,2998.566,s10_k14_event_rawkv
352,1,1,1,10.523,1270.910,980.818,421.736,19.022,2861.871,s10_k14_event_rawkv
353,1,1,1,10.240,1324.271,948.744,419.790,20.166,2884.806,s10_k14_event_rawkv
354,1,1,1,9.748,1244.812,981.920,494.972,20.252,2911.692,s10_k14_event_rawkv
355,0,0,1,9.945,1309.527,955.975,453.102,20.117,2910.036,s10_k14_event_rawkv
356,1,1,1,10.744,1359.662,955.871,433.052,19.963,2944.867,s10_k14_event_rawkv
357,1,1,1,10.351,1353.046,970.541,435.212,20.615,2951.366,s10_k14_event_rawkv
358,1,1,1,10.652,1378.695,976.061,451.096,21.132,3001.360,s10_k14_event_rawkv
359,1,1,1,10.849,1311.268,985.459,446.634,21.778,2963.047,s10_k14_event_rawkv
360,1,1,1,10.689,1294.086,979.310,472.911,20.788,2948.437,s10_k14_event_rawkv
361,1,1,1,10.566,1393.262,965.957,534.899,21.883,3100.136,s10_k14_event_rawkv
362,1,1,1,10.154,1318.917,981.913,477.564,20.382,2979.120,s10_k14_event_rawkv
363,1,1,1,11.126,1297.588,981.914,467.907,20.541,2946.499,s10_k14_event_rawkv
364,0,0,1,9.883,1341.576,972.843,521.895,22.320,3038.578,s10_k14_event_rawkv
365,1,0,0,10.252,1340.456,968.080,463.908,20.086,2986.153,s10_k14_event_rawkv
366,1,1,1,10.388,1342.978,972.246,444.431,19.698,2954.813,s10_k14_event_rawkv
367,1,1,1,9.938,1328.966,972.898,432.732,20.603,2930.591,s10_k14_event_rawkv
368,1,1,1,10.130,1398.228,947.348,460.769,20.418,2999.705,s10_k14_event_rawkv
369,1,1,1,9.852,1303.692,939.926,460.523,20.739,2898.197,s10_k14_event_rawkv
370,1,1,1,10.363,1330.326,977.176,450.708,20.782,2958.756,s10_k14_event_rawkv
371,1,1,1,10.640,1313.384,958.449,454.062,20.535,2922.135,s10_k14_event_rawkv
372,1,1,1,10.302,1273.717,959.760,419.520,19.421,2839.828,s10_k14_event_rawkv
373,1,1,1,9.901,1241.741,963.483,417.760,20.105,2810.154,s10_k14_event_rawkv
374,1,1,1,9.570,1241.871,977.102,414.609,18.394,2816.972,s10_k14_event_rawkv
375,1,1,1,10.098,1322.812,969.711,416.320,19.003,2896.449,s10_k14_event_rawkv
376,1,1,1,9.699,1235.292,946.308,420.067,19.065,2788.880,s10_k14_event_rawkv
377,1,1,1,10.203,1223.070,977.631,411.077,19.557,2798.948,s10_k14_event_rawkv
378,1,1,1,10.548,1230.843,979.280,439.920,19.581,2840.856,s10_k14_event_rawkv
379,1,1,1,9.810,1242.511,969.810,419.157,19.545,2821.760,s10_k14_event_rawkv
380,1,1,1,10.234,1235.840,979.501,415.926,18.929,2818.892,s10_k14_event_rawkv
381,0,0,1,10.043,1224.000,960.714,415.421,19.212,2782.627,s10_k14_event_rawkv
382,1,1,1,10.166,1307.994,962.942,420.603,19.151,2877.840,s10_k14_event_rawkv
383,1,1,1,9.821,1228.572,947.975,419.292,18.763,2780.190,s10_k14_event_rawkv
384,1,1,1,9.920,1230.960,979.544,412.616,18.480,2807.170,s10_k14_event_rawkv
385,0,0,1,10.584,1221.803,985.982,438.547,18.867,2835.723,s10_k14_event_rawkv
386,1,1,1,9.865,1248.911,948.234,417.569,19.416,2799.742,s10_k14_event_rawkv
387,1,1,1,10.160,1232.289,982.991,416.634,19.581,2818.382,s10_k14_event_rawkv
388,1,1,1,10.209,1229.483,971.274,414.339,19.157,2798.190,s10_k14_event_rawkv
389,1,1,1,10.283,1360.227,983.687,430.862,19.902,2965.477,s10_k14_event_rawkv
390,1,1,1,10.209,1270.351,950.062,420.584,20.037,2828.548,s10_k14_event_rawkv
391,1,1,1,10.548,1234.148,950.936,414.621,19.003,2786.105,s10_k14_event_rawkv
392,1,0,0,10.037,1226.849,970.061,442.006,18.573,2825.760,s10_k14_event_rawkv
393,1,1,1,9.834,1248.074,961.390,417.040,19.496,2812.616,s10_k14_event_rawkv
394,1,1,1,10.160,1237.716,962.535,417.317,18.800,2804.110,s10_k14_event_rawkv
395,1,1,1,10.258,1216.467,937.397,416.215,19.766,2757.730,s10_k14_event_rawkv
396,1,1,1,10.259,1308.972,982.246,421.858,19.674,2901.065,s10_k14_event_rawkv
397,1,1,1,10.640,1236.289,960.529,417.600,19.699,2803.773,s10_k14_event_rawkv
398,1,1,1,10.302,1225.366,963.096,418.203,19.440,2790.985,s10_k14_event_rawkv
399,1,1,1,9.846,1218.960,1006.806,430.948,19.784,2841.132,s10_k14_event_rawkv
400,1,1,1,9.784,1237.120,946.905,419.280,19.539,2789.015,s10_k14_event_rawkv
401,1,1,1,10.283,1228.757,939.489,416.431,18.917,2771.366,s10_k14_event_rawkv
402,1,1,1,9.970,1227.083,972.338,417.157,19.477,2801.483,s10_k14_event_rawkv
403,1,1,1,10.240,1296.104,983.360,423.446,19.397,2889.200,s10_k14_event_rawkv
404,1,1,1,10.240,1240.843,976.141,415.575,19.600,2819.569,s10_k14_event_rawkv
405,1,0,0,10.160,1225.889,975.127,411.797,19.324,2800.634,s10_k14_event_rawkv
406,1,1,1,10.467,1222.160,964.154,483.293,19.090,2856.904,s10_k14_event_rawkv
407,1,1,1,9.957,1236.105,982.006,418.074,19.163,2821.360,s10_k14_event_rawkv
408,1,1,1,10.148,1227.458,981.464,415.095,18.972,2809.003,s10_k14_event_rawkv
409,1,1,1,10.523,1221.003,942.234,417.040,19.766,2768.098,s10_k14_event_rawkv
410,1,1,1,9.951,1291.236,950.824,424.886,19.889,2852.197,s10_k14_event_rawkv
411,1,1,1,10.505,1234.787,964.978,412.843,19.459,2799.889,s10_k14_event_rawkv
412,1,1,1,10.000,1226.788,962.985,414.572,19.736,2792.320,s10_k14_event_rawkv
413,0,0,1,9.883,1224.000,958.203,496.073,20.351,2866.024,s10_k14_event_rawkv
414,1,1,1,10.209,1255.028,939.877,421.064,19.126,2804.345,s10_k14_event_rawkv
415,1,1,1,10.228,1227.656,982.640,416.664,19.015,2810.351,s10_k14_event_rawkv
416,1,1,1,9.625,1231.323,946.056,417.138,19.009,2776.314,s10_k14_event_rawkv
417,1,1,1,10.437,1275.514,942.136,433.489,19.477,2838.308,s10_k14_event_rawkv
418,0,0,1,9.982,1242.609,959.556,416.153,19.151,2802.658,s10_k14_event_rawkv
419,1,1,1,10.246,1223.471,984.991,419.397,18.843,2813.852,s10_k14_event_rawkv
420,0,0,1,9.920,1224.185,947.213,417.483,19.668,2832.117,s10_k14_event_rawkv
421,1,0,0,11.625,1245.427,974.142,420.056,20.228,2835.581,s10_k14_event_rawkv
422,1,1,1,9.661,1241.316,971.274,415.520,19.514,2814.911,s10_k14_event_rawkv
423,1,1,1,10.480,1226.800,966.997,414.462,19.317,2793.268,s10_k14_event_rawkv
424,0,0,1,10.301,1223.889,961.784,431.169,19.378,2805.926,s10_k14_event_rawkv
425,1,1,1,9.877,1233.828,964.258,414.123,19.945,2802.413,s10_k14_event_rawkv
426,1,1,1,10.536,1230.868,980.892,416.418,19.889,2813.508,s10_k14_event_rawkv
427,1,1,1,10.437,1220.320,966.197,411.729,19.102,2782.553,s10_k14_event_rawkv
428,1,1,1,10.013,1300.498,978.695,420.185,20.043,2888.092,s10_k14_event_rawkv
429,1,0,0,10.012,1235.132,982.000,412.252,19.440,2815.784,s10_k14_event_rawkv
